Serial,hours_per_day,tot_wellbeing,sex,minority,deprived
1001373,7,54,female,0,0
1001374,7,39,female,0,0
1001375,5.5,18,female,0,0
1001376,7,39,female,0,0
1001377,4,34,female,0,0
1001378,4,37,female,0,0
1001379,3,53,female,0,0
1001381,4,45,female,0,0
1001382,4.5,54,female,0,0
1001383,3,60,female,0,0
1001385,2,50,female,0,0
1001386,5,53,female,0,0
1001388,7,52,female,0,0
1001389,5,44,female,0,0
1001390,7,22,female,0,0
1001391,2.5,29,female,0,0
1001393,1.5,36,female,0,0
1001396,2,54,female,0,0
1001397,3,33,female,0,0
1001398,7,35,female,0,0
1001401,6,20,female,0,0
1001402,7,44,female,0,0
1001403,1.5,28,female,0,0
1001404,3.5,68,female,0,0
1001407,5.5,44,female,0,0
1001408,2.5,44,female,0,0
1001409,7,42,female,0,0
1001410,3,61,female,0,0
1001411,7,52,female,1,0
1001413,6,32,female,0,0
1001414,2,36,female,0,0
1001415,1.5,45,female,0,0
1001416,7,56,female,0,0
1001417,2.5,38,female,0,0
1001419,1.5,44,female,0,0
1001420,7,45,female,0,0
1001421,5.5,31,female,0,0
1001424,1.5,31,female,0,0
1001426,5,48,female,0,0
1001427,2,50,female,0,0
1001428,6,36,female,0,0
1001429,4,45,female,0,0
1001430,2.5,52,female,0,0
1001431,7,52,female,0,0
1001432,4,60,female,1,0
1001433,7,58,female,0,0
1001434,1.5,46,female,0,0
1001435,6.5,39,female,0,0
1001436,7,44,female,0,0
1001437,7,42,female,0,0
1001438,3.5,31,female,0,0
1001439,2,47,female,0,0
1001440,1.5,57,female,0,0
1001441,2.5,43,female,0,0
1001442,6,65,female,0,0
1001443,7,38,female,0,0
1001444,7,36,female,0,0
1001445,6.5,45,female,0,0
1001448,1.5,28,female,0,0
1001452,6,51,female,0,0
1001453,1.5,41,female,0,0
1001454,6.5,41,female,0,0
1001456,3.5,41,female,0,0
1001458,1.5,47,female,0,0
1001459,3.5,38,female,0,0
1001462,7,41,female,0,0
1001463,3.5,46,female,0,0
1001464,7,14,female,0,0
1001466,4,57,female,0,0
1001468,2,56,female,0,0
1001469,6,42,female,0,0
1001470,5,39,female,0,0
1001471,1.5,41,female,0,0
1001472,2,55,female,0,0
1001473,2.5,57,female,0,0
1001474,7,49,female,0,0
1001476,1.5,57,female,0,0
1001477,2,47,female,0,0
1001478,5,35,female,0,0
1001479,2.5,60,female,1,0
1001480,5.5,47,female,0,0
1001481,3.5,37,female,0,0
1001482,6,54,female,0,0
1001485,2.5,48,female,0,0
1001486,6,59,female,0,0
1001487,1.5,52,female,0,0
1001489,1.5,37,female,0,0
1001493,5,56,female,0,0
1001494,5,43,female,0,0
1001495,2,47,female,0,0
1001496,4.5,48,female,0,0
1001497,1.5,29,female,0,0
1001498,5.5,55,female,0,0
1001499,2.5,47,female,0,0
1001500,7,48,female,0,0
1001502,7,49,female,0,0
1001505,6,33,female,0,0
1001506,6.5,36,female,0,0
1001507,3.5,43,female,0,0
1001510,2.5,49,female,0,0
1001511,3,61,female,0,0
1001512,1.5,58,female,0,0
1001513,5.5,41,female,0,0
1001514,6.5,37,female,0,0
1001517,5.5,54,female,0,0
1001518,4.5,48,female,0,0
1001519,5,44,female,0,0
1001520,2,47,female,0,0
1001521,2.5,57,female,0,0
1001522,7,19,female,0,0
1001523,3.5,50,female,0,0
1001524,5.5,53,female,0,0
1001525,7,64,female,0,0
1001526,6.5,43,female,0,0
1001528,7,62,female,0,0
1001530,5,45,female,0,0
1001531,7,46,female,0,0
1001533,6,55,female,0,0
1001534,3.5,48,female,0,0
1001535,3,50,female,0,0
1001536,3.5,53,female,0,0
1001537,7,51,female,0,0
1001538,2,62,female,0,0
1001539,5,49,female,0,0
1001540,4,55,female,0,0
1001542,3.5,40,female,0,0
1001543,7,57,female,0,0
1001544,6,46,female,0,0
1001546,2.5,53,female,0,0
1001548,5.5,20,female,0,0
1001549,7,43,female,0,0
1001550,7,53,female,0,0
1001551,6,30,female,0,0
1001552,2,58,female,0,0
1001553,2.5,64,female,0,0
1001555,6,55,female,0,0
1001556,4,53,female,0,0
1001557,1.25,57,female,0,0
1001559,1.5,36,female,0,0
1001562,1.5,40,female,0,0
1001563,7,55,female,1,0
1001565,7,42,female,0,0
1001567,7,48,female,0,0
1001568,1.75,41,female,0,0
1001570,1.5,45,female,0,0
1001571,3.5,52,female,0,0
1001572,1.5,52,female,0,0
1001573,2.5,46,female,0,0
1001574,4.5,46,female,0,0
1001575,3,36,female,0,0
1001576,1.5,41,female,0,0
1001577,3.5,61,female,0,0
1001578,4.5,47,female,0,0
1001579,2.5,56,female,0,0
1001580,5.5,54,female,0,0
1001582,7,40,female,0,0
1001583,5.5,46,female,0,0
1001586,2.5,55,female,0,0
1001588,2,41,female,0,0
1001589,2,34,female,0,0
1001590,1.5,41,female,0,0
1001591,7,48,female,0,0
1001592,5,52,female,0,0
1001593,4,39,female,0,0
1001594,5,58,female,0,0
1001595,5.5,29,female,0,0
1001596,5.5,52,female,0,0
1001598,7,40,female,0,0
1001599,7,35,female,0,0
1001601,7,53,female,0,0
1001602,2.5,55,female,0,0
1001603,3.5,60,female,1,0
1001604,6,54,female,0,0
1001605,4.5,53,female,0,0
1001607,7,39,female,0,0
1001608,4.5,48,female,0,0
1001609,3,50,female,0,0
1001610,2.5,45,female,0,0
1001611,7,30,female,0,0
1001612,7,58,female,0,0
1001613,3.5,47,female,0,0
1001614,5.5,35,female,0,0
1001615,3,59,female,0,0
1001616,7,49,female,0,0
1001617,3,57,female,0,0
1001618,4,47,female,0,0
1001619,7,44,female,0,0
1001620,5,66,female,0,0
1001622,7,40,female,0,0
1001623,7,52,female,0,0
1001624,7,50,female,0,0
1001625,7,51,female,0,0
1001626,3,20,female,0,0
1001627,7,22,female,0,0
1001628,4,43,female,0,0
1001629,7,45,female,0,0
1001630,4,53,female,0,0
1001632,2.5,42,female,0,0
1001634,3.5,46,female,0,0
1001636,4.5,44,female,0,0
1001638,4,50,female,0,0
1001639,5.5,30,female,0,0
1001640,5.5,61,female,1,1
1001641,1.5,43,female,1,1
1001643,5,36,female,1,1
1001644,5,41,female,1,1
1001647,5,50,female,1,1
1001653,6,42,female,1,1
1001654,4,34,female,0,1
1001655,5.5,23,female,1,1
1001656,5.5,40,female,1,1
1001657,3,48,female,1,1
1001658,2.5,70,female,1,1
1001659,3,53,female,1,1
1001661,5.5,32,female,1,1
1001663,7,27,female,1,1
1001665,5,41,female,1,1
1001666,4.5,50,female,1,1
1001668,2,47,female,1,1
1001670,2,49,female,1,1
1001671,6,45,female,1,1
1001673,5,48,male,1,1
1001674,7,45,female,1,1
1001676,7,28,female,0,1
1001677,7,41,female,0,1
1001678,3,46,female,0,1
1001681,3.5,42,female,0,1
1001682,3.5,41,female,0,1
1001683,1.5,52,female,0,1
1001684,5,50,female,0,1
1001685,6,46,female,0,1
1001686,2.5,44,female,0,1
1001687,7,44,female,0,1
1001688,1.5,52,female,0,1
1001689,5,51,female,0,1
1001690,5.5,41,female,0,1
1001692,3,45,female,0,1
1001694,2.5,48,female,0,1
1001695,3.5,46,female,0,1
1001697,6,26,female,0,1
1001698,2.5,54,female,0,1
1001699,6.5,48,female,0,1
1001700,4,47,female,0,1
1001701,7,37,female,0,1
1001703,3.5,38,female,0,1
1001705,6,51,female,0,1
1001707,7,46,female,0,1
1001709,7,31,female,0,1
1001710,2,37,female,0,1
1001711,3.5,49,female,0,1
1001712,7,41,female,0,1
1001713,7,47,female,0,1
1001715,6,42,female,0,1
1001717,2.5,46,female,0,1
1001718,7,48,female,0,1
1001719,6.5,38,female,0,1
1001720,4,45,female,0,1
1001721,4,47,female,0,1
1001724,3.5,33,female,0,1
1001725,5,36,female,0,1
1001726,3,55,female,0,1
1001727,7,30,female,0,1
1001728,7,32,female,0,1
1001729,5,39,female,0,1
1001730,7,35,female,0,1
1001731,3.5,34,female,0,1
1001733,3,49,female,0,1
1001734,7,56,female,0,1
1001737,6,43,female,0,1
1001740,4,59,female,1,1
1001741,1.5,32,female,0,1
1001742,6.5,33,female,0,1
1001743,7,43,female,0,1
1001745,6.5,49,female,0,1
1001746,7,43,female,0,1
1001748,2,51,female,0,1
1001749,1.5,36,female,0,1
1001750,2.5,49,female,0,1
1001754,7,49,female,0,1
1001755,5,33,female,0,1
1001757,5.5,53,female,0,1
1001758,7,25,female,0,1
1001760,5.5,51,female,0,1
1001763,7,47,female,0,1
1001766,6,50,female,0,1
1001768,3.5,37,female,0,1
1001769,4.5,39,female,0,1
1001770,1.5,42,female,0,1
1001771,5,39,female,0,1
1001773,3,33,female,0,1
1001777,7,35,female,0,1
1001778,3.5,31,female,0,1
1001779,5.5,52,female,0,1
1001780,4,52,female,1,1
1001781,3,51,female,0,1
1001782,5,45,female,0,1
1001784,4.5,37,female,0,1
1001785,3.5,38,female,0,1
1001788,7,36,female,0,1
1001789,5.5,45,female,0,1
1001791,7,39,female,0,1
1001794,2.5,50,female,0,1
1001797,3,26,female,0,1
1001798,7,34,female,1,0
1001799,2.5,48,female,1,0
1001800,4.5,64,female,1,0
1001803,7,52,female,1,0
1001804,2,46,female,1,0
1001806,7,52,female,0,0
1001807,2.5,31,female,0,0
1001808,7,37,female,0,0
1001809,7,54,female,0,0
1001810,6.5,56,female,0,0
1001811,2.5,55,female,0,0
1001812,5.5,47,female,0,0
1001813,5,53,female,0,0
1001814,2,50,female,0,0
1001817,3,54,female,0,0
1001819,7,41,female,0,0
1001820,5.5,48,female,0,0
1001821,2,34,female,0,0
1001822,1.5,35,female,0,0
1001823,5.5,40,female,0,0
1001824,2,51,female,0,0
1001825,2.5,53,female,0,0
1001826,7,43,female,0,0
1001827,4,47,female,0,0
1001828,5.5,23,female,0,0
1001829,7,47,female,0,0
1001831,7,50,female,0,0
1001832,3,58,female,0,0
1001835,4,52,female,0,0
1001836,5.5,47,female,0,0
1001837,6.5,42,female,0,0
1001838,2,39,female,0,0
1001841,6,30,female,0,0
1001843,6,35,female,0,0
1001844,4,42,female,0,0
1001845,5,50,female,0,0
1001846,4.5,56,female,0,0
1001847,3.5,63,female,0,0
1001848,3.5,48,female,0,0
1001851,7,50,female,0,0
1001852,1.5,39,female,0,0
1001853,5,32,female,0,0
1001854,2,51,female,0,0
1001855,4,39,female,0,0
1001856,2,46,female,0,0
1001857,3.5,42,female,0,0
1001858,6.5,42,female,0,0
1001860,7,52,female,0,0
1001861,5.5,48,female,0,0
1001862,2.5,38,female,0,0
1001863,1.5,54,female,0,0
1001864,3.5,61,female,0,0
1001865,6,43,female,0,0
1001866,3,51,female,0,0
1001867,7,50,female,0,0
1001868,7,51,female,0,0
1001869,3.5,29,female,0,0
1001870,3,39,female,0,0
1001871,5.5,37,female,0,0
1001872,5.5,46,female,0,0
1001873,4,46,female,0,0
1001875,3,61,female,0,0
1001876,3,40,female,0,0
1001878,6.5,41,female,0,0
1001879,6,43,female,0,0
1001880,7,63,female,0,0
1001881,4.5,49,female,0,0
1001883,3.5,43,female,0,0
1001884,3.5,53,female,0,0
1001886,1.5,44,female,0,0
1001887,5.5,50,female,0,0
1001888,3.5,50,female,0,0
1001889,7,36,female,0,0
1001890,7,30,female,0,0
1001891,3.5,34,female,0,0
1001892,1.5,35,female,0,0
1001893,7,39,female,0,0
1001894,5,36,female,0,0
1001895,6,52,female,0,0
1001897,4.5,18,female,0,0
1001898,7,36,female,0,0
1001901,1.5,40,female,0,0
1001902,3.5,40,female,0,0
1001903,2.5,30,female,0,0
1001904,7,22,female,0,0
1001905,6,53,female,0,0
1001906,5,58,female,0,0
1001907,7,39,female,0,0
1001909,2,54,female,0,0
1001910,1.5,50,female,0,0
1001911,6.5,46,female,0,0
1001912,7,37,female,0,0
1001913,5,49,female,0,0
1001916,3,53,female,0,0
1001917,4.5,37,female,0,0
1001918,7,30,female,0,0
1001919,6,56,female,0,0
1001921,3,57,female,0,0
1001924,1.5,53,female,0,0
1001925,7,51,female,0,0
1001926,4,42,female,0,0
1001928,3.5,46,female,0,0
1001929,3,54,female,0,0
1001934,6,39,female,0,0
1001935,2.5,54,female,0,0
1001936,6,40,female,0,0
1001937,4,51,female,0,0
1001938,2,44,female,0,0
1001939,3.5,38,female,0,0
1001940,2.5,46,female,0,0
1001941,6,52,female,0,0
1001942,7,37,female,0,0
1001943,5,54,female,0,0
1001944,6.5,38,female,0,0
1001946,4,53,female,0,0
1001947,6,49,female,0,0
1001948,6.5,48,female,0,0
1001949,7,36,female,0,0
1001951,6,66,female,0,0
1001952,3.5,54,female,0,0
1001953,7,44,female,0,0
1001955,4,17,female,0,0
1001956,5.5,38,female,0,0
1001961,7,23,female,1,0
1001962,3.5,42,female,1,0
1001963,2.5,40,female,1,0
1001964,2,50,female,1,0
1001966,6,40,female,1,0
1001969,1.5,59,female,1,0
1001971,1.5,29,female,1,0
1001972,2.5,42,female,1,0
1001973,7,31,female,1,0
1001974,3.5,35,female,0,0
1001975,3.5,45,female,0,0
1001977,3.5,34,female,1,0
1001978,3.5,35,female,1,0
1001980,2,50,female,1,0
1001982,7,37,female,1,0
1001983,2,39,female,1,0
1001984,2,45,female,0,0
1001985,4,41,female,1,0
1001986,1.5,55,female,0,0
1001987,4,49,female,1,0
1001989,6,48,female,1,0
1001990,3.5,43,female,0,0
1001991,2,49,female,1,0
1001993,2.5,47,female,1,0
1001994,2,49,female,1,0
1001997,4,42,female,1,0
1001999,7,50,female,1,0
1002000,7,52,female,1,0
1002002,1.5,57,female,1,0
1002003,7,44,female,1,0
1002004,6.5,35,female,1,0
1002005,6.5,46,female,1,0
1002006,1.5,48,female,1,0
1002008,1.5,36,female,1,0
1002009,1.5,44,female,0,0
1002013,3,43,female,0,0
1002014,3,65,female,0,0
1002017,2.5,54,female,0,0
1002019,3,35,female,0,0
1002021,7,52,female,0,0
1002022,3,52,female,0,0
1002023,2.5,39,female,0,0
1002024,2.5,61,female,0,0
1002028,6,51,female,0,0
1002029,7,52,female,0,0
1002030,2,43,female,0,0
1002032,6.5,38,female,0,0
1002033,1.5,36,female,0,0
1002034,5.5,44,female,0,0
1002035,1.5,44,female,0,0
1002038,6,24,female,0,0
1002039,3,50,female,0,0
1002042,2,30,female,0,0
1002043,5,42,female,0,0
1002045,6,45,female,0,0
1002046,6,30,female,0,0
1002047,7,48,female,0,0
1002048,7,37,female,0,0
1002049,6,48,female,0,0
1002051,3,47,female,0,0
1002052,5,31,female,0,0
1002053,2.5,54,female,0,0
1002054,7,31,female,0,0
1002055,3,50,female,0,0
1002057,3.5,18,female,0,0
1002058,3.5,42,female,0,0
1002059,5,49,female,0,0
1002062,2.5,56,female,0,0
1002065,2,59,female,0,0
1002067,2.5,39,female,0,0
1002073,3.5,41,female,0,0
1002074,6.5,53,female,0,0
1002075,2,50,female,0,0
1002076,7,43,female,0,0
1002077,2.5,53,female,0,0
1002079,3.5,30,female,0,0
1002081,2.5,58,female,0,0
1002082,7,46,female,0,0
1002083,2,50,female,0,0
1002084,3,47,female,0,0
1002085,2.5,38,female,0,0
1002086,6.5,34,female,0,0
1002087,2.5,38,female,0,0
1002088,5.5,43,female,0,0
1002089,7,27,female,0,0
1002090,1.5,61,female,0,0
1002094,4,38,female,0,0
1002096,5,42,female,0,0
1002098,3,43,female,0,0
1002099,2,39,female,0,0
1002100,1.5,40,female,0,0
1002102,1.5,40,female,0,0
1002104,3,47,female,1,0
1002106,2.5,32,female,0,0
1002110,1.5,40,female,0,0
1002111,3.5,34,female,0,0
1002112,2.5,49,female,0,0
1002113,2.5,50,female,0,0
1002115,1.5,40,female,0,0
1002116,7,47,female,0,0
1002117,2.5,46,female,0,0
1002118,3.5,41,female,0,0
1002121,6,27,female,0,0
1002124,3,51,female,0,0
1002125,5,46,female,0,0
1002126,2.5,45,female,0,0
1002128,7,62,female,0,0
1002132,5.5,33,female,0,0
1002135,4.5,45,female,0,0
1002136,7,25,female,0,0
1002137,2,40,female,0,0
1002139,2,46,female,0,0
1002141,6,52,female,0,0
1002142,1.5,34,female,0,0
1002143,2,58,female,1,0
1002145,5.5,53,female,0,0
1002146,1.5,56,female,0,0
1002148,5,49,female,0,0
1002149,2.5,51,female,0,0
1002150,4.5,37,female,0,0
1002151,3.5,49,female,0,0
1002153,2,49,female,0,0
1002157,5.5,42,female,0,0
1002159,6,51,female,0,0
1002160,2.5,29,female,0,0
1002161,1.5,47,female,0,0
1002162,7,43,female,0,0
1002163,2,28,female,0,0
1002164,4,30,female,0,0
1002168,7,38,female,1,0
1002169,4,28,female,0,0
1002171,2,46,female,0,0
1002172,3,53,female,0,0
1002173,6,24,female,0,0
1002174,5,35,female,0,0
1002177,3.5,37,female,0,0
1002180,4.5,32,female,0,0
1002181,5.5,48,female,0,0
1002182,6,43,female,0,0
1002183,7,48,female,0,0
1002187,1.5,19,female,0,0
1002188,3,37,female,0,0
1002192,7,34,female,0,0
1002193,6.5,44,female,0,0
1002194,5,42,female,0,0
1002195,3.5,51,female,0,0
1002196,6,49,female,0,0
1002197,4,59,female,0,0
1002198,3.5,42,female,0,0
1002199,5.5,47,female,0,0
1002200,6.5,44,female,0,0
1002201,4,39,female,0,0
1002202,5,33,female,0,0
1002204,1.5,36,female,0,0
1002205,4.5,54,female,0,0
1002207,5.5,47,female,0,0
1002208,4,48,female,0,0
1002211,3.5,59,female,0,0
1002212,7,15,female,0,0
1002214,7,37,female,0,0
1002215,5.5,38,female,0,0
1002216,4.5,36,female,0,0
1002217,6.5,26,female,1,0
1002218,5,31,female,0,0
1002219,5.5,44,female,0,0
1002222,7,42,female,0,0
1002225,2.5,49,male,1,1
1002226,1.5,39,male,1,1
1002227,4,53,male,1,1
1002229,7,56,male,1,1
1002230,4.5,56,male,1,1
1002231,4,29,male,1,1
1002234,5.5,37,male,1,1
1002236,2,48,male,1,1
1002237,3.5,50,male,1,1
1002238,7,59,male,1,1
1002240,6,47,male,1,1
1002241,3,50,male,1,1
1002243,1.5,48,male,1,1
1002244,1.5,53,male,1,1
1002246,2,70,female,0,1
1002249,5,38,female,0,1
1002251,6.5,42,female,0,1
1002252,7,27,female,0,1
1002254,6.5,51,female,0,1
1002255,4.5,54,female,0,1
1002256,2,40,female,0,1
1002258,5,29,female,0,1
1002259,4.5,36,female,0,1
1002260,4.5,28,female,0,1
1002261,5,36,female,0,1
1002262,3.5,37,female,0,1
1002263,5,54,female,0,1
1002264,7,43,female,0,1
1002265,5,61,female,0,1
1002266,4.5,52,female,0,1
1002267,5.5,50,female,0,1
1002269,6.5,52,female,0,1
1002270,7,59,female,0,1
1002271,2.5,37,female,0,1
1002272,7,50,female,0,1
1002273,7,45,female,0,1
1002276,7,40,female,0,1
1002277,4,50,female,0,1
1002280,4,46,female,0,1
1002281,7,60,female,0,1
1002283,7,26,female,0,1
1002284,5,41,female,0,1
1002285,3,46,female,0,1
1002289,5,42,female,0,1
1002290,3,46,female,0,1
1002291,4,63,female,0,1
1002292,3.5,42,female,0,1
1002293,6,46,female,0,1
1002296,2,48,female,0,1
1002297,1.5,41,female,0,1
1002298,7,39,female,0,1
1002299,7,21,female,0,1
1002300,4,53,female,0,1
1002302,5.5,55,female,0,1
1002303,7,36,female,0,1
1002305,7,50,female,0,1
1002306,2.5,30,female,0,1
1002307,6,49,female,0,1
1002308,2.5,46,female,0,1
1002309,3,51,female,0,1
1002311,4,31,male,0,1
1002312,4,56,female,0,1
1002314,7,49,female,0,1
1002318,3,44,female,0,1
1002319,2,36,female,0,1
1002320,4.5,40,female,0,1
1002321,4,55,female,0,1
1002322,3,49,female,0,1
1002327,5.5,49,female,0,1
1002329,7,52,female,0,1
1002330,6.5,41,female,0,1
1002332,5.5,45,female,0,1
1002334,7,35,female,0,1
1002335,5.5,39,female,0,1
1002338,1.5,46,female,0,1
1002339,2.5,41,female,0,1
1002342,5,60,female,0,1
1002343,2,65,female,0,1
1002344,6,44,female,0,1
1002345,6,47,female,0,1
1002346,6.5,57,female,0,1
1002347,2,49,female,0,1
1002351,6,38,female,1,0
1002352,2.5,33,female,1,0
1002355,3.5,51,female,1,0
1002357,5.5,29,female,0,1
1002358,7,70,female,0,1
1002359,4.5,39,female,0,1
1002360,2.5,57,female,0,1
1002361,4,50,female,0,1
1002362,5,45,female,0,1
1002363,1.5,50,female,0,1
1002364,2.5,37,female,0,1
1002365,2.25,42,female,1,1
1002366,1.5,64,female,0,1
1002367,7,30,female,0,1
1002369,1.5,47,female,0,1
1002370,2.5,44,female,0,1
1002371,7,44,female,0,1
1002372,3.5,52,female,0,1
1002374,7,69,female,0,1
1002375,1.5,48,female,0,1
1002376,3,42,female,0,1
1002377,6,56,female,1,1
1002378,5,60,female,0,1
1002379,5,48,female,0,1
1002383,7,42,female,0,1
1002385,7,50,female,0,1
1002386,7,43,female,0,1
1002387,5,36,female,0,1
1002388,3,54,female,0,1
1002389,3.5,51,female,0,1
1002392,4.5,43,female,0,1
1002393,2.5,56,female,0,1
1002394,1.5,37,female,0,1
1002395,2,49,female,0,1
1002396,2.5,38,female,0,1
1002397,7,37,female,0,1
1002398,3,50,female,0,1
1002399,4,56,female,0,1
1002400,1.5,50,female,0,1
1002401,7,33,female,0,1
1002403,3.5,59,female,0,1
1002404,1.5,60,female,0,1
1002405,7,54,female,0,1
1002407,1.5,41,female,0,1
1002408,5,57,female,0,1
1002410,4,31,female,0,1
1002411,5,34,female,0,1
1002412,2.5,36,female,0,1
1002413,3.5,46,female,0,1
1002414,1.25,45,female,0,1
1002415,5.5,45,female,0,1
1002416,2,61,female,0,1
1002417,7,35,female,0,1
1002419,4.5,53,female,0,1
1002420,7,51,female,0,1
1002423,2,66,male,1,0
1002424,7,55,male,1,0
1002425,7,32,male,1,0
1002426,6.5,52,male,1,0
1002427,2.5,46,male,1,0
1002428,3,60,male,1,0
1002429,4,44,male,1,0
1002431,7,39,male,1,0
1002433,3,55,male,0,0
1002434,5,50,male,1,0
1002435,1.5,48,male,1,0
1002436,6,41,female,0,0
1002437,3.5,56,male,1,0
1002439,1.5,53,male,1,0
1002440,2.25,39,female,0,0
1002443,5,34,female,1,0
1002445,1.5,37,female,1,0
1002446,2.5,40,female,1,0
1002448,6.5,38,female,1,0
1002449,3.5,42,female,1,0
1002451,6,31,female,1,0
1002453,6,30,female,1,0
1002454,3,43,female,1,0
1002460,2.5,25,female,1,0
1002462,3.5,35,female,1,0
1002463,5.5,52,female,1,0
1002468,2,36,female,0,0
1002469,2.5,38,female,0,0
1002473,5,40,female,1,0
1002476,4,48,female,1,0
1002478,7,54,female,1,0
1002480,6,39,female,1,0
1002481,6,44,female,1,0
1002482,2.5,50,female,1,0
1002485,3.5,48,female,1,0
1002486,2,49,female,1,0
1002487,3,45,female,1,0
1002488,7,16,female,0,0
1002490,7,52,female,1,0
1002491,5.5,29,female,0,1
1002493,2,48,female,1,1
1002495,6.5,51,female,0,1
1002496,7,16,female,0,1
1002497,2.5,14,female,1,1
1002498,6,41,female,0,1
1002501,2.5,49,female,0,1
1002502,3.5,38,female,0,1
1002503,7,42,female,0,1
1002504,1.5,57,female,0,1
1002505,4.5,43,female,0,1
1002506,4.5,55,female,0,1
1002507,5.5,30,female,0,1
1002508,5.5,29,female,0,1
1002509,6,58,female,0,1
1002510,7,44,female,0,1
1002511,7,56,female,0,1
1002513,6,45,female,0,1
1002514,5.5,50,female,0,1
1002518,4,47,female,0,1
1002519,2,40,female,0,1
1002521,6.5,43,female,0,1
1002523,1.75,49,female,0,1
1002527,6,41,female,1,1
1002529,3,54,female,0,1
1002530,5,45,female,0,1
1002531,7,40,female,0,1
1002534,4,50,female,0,1
1002536,2.5,47,female,0,1
1002537,2.5,38,female,0,1
1002540,2,40,female,0,1
1002541,5.5,36,female,0,1
1002544,2.5,42,female,0,1
1002545,1.5,38,female,0,1
1002547,2,40,female,0,1
1002548,3,50,female,0,1
1002550,7,45,female,1,1
1002552,7,42,female,0,1
1002553,4.5,56,female,0,1
1002554,3.5,50,female,0,1
1002555,3,39,female,0,1
1002556,2.5,44,female,0,1
1002558,3.5,34,female,0,1
1002559,5.5,30,female,1,1
1002560,2.5,53,female,0,1
1002561,7,51,female,0,1
1002562,1.5,58,female,0,1
1002565,3.5,37,female,0,1
1002567,2.5,39,female,0,1
1002568,2.5,48,female,0,1
1002570,6,27,female,1,1
1002571,2.5,38,female,1,1
1002572,5.5,48,female,1,1
1002573,7,60,female,1,1
1002574,3,42,female,1,1
1002576,3.5,63,female,1,1
1002577,7,50,female,1,1
1002578,6,41,female,1,1
1002580,3,59,female,1,1
1002582,7,49,female,1,1
1002583,2,43,female,1,1
1002584,3.5,52,female,1,1
1002585,2,65,female,1,0
1002586,6,40,female,1,0
1002587,2,57,female,1,0
1002588,1.5,41,female,1,0
1002590,6.5,40,female,1,0
1002591,6,41,female,1,0
1002592,2.5,51,female,1,0
1002593,4.5,43,female,1,0
1002594,1.25,49,female,1,0
1002597,3.5,46,female,1,0
1002598,7,23,male,1,0
1002599,1.5,48,female,1,0
1002600,1.5,33,female,1,0
1002601,7,63,female,1,0
1002602,1.5,19,female,1,0
1002604,7,38,female,1,0
1002605,5,42,female,1,0
1002606,1.5,43,female,1,0
1002608,3.5,47,female,1,0
1002611,2,48,female,1,0
1002612,1.5,43,female,1,0
1002613,2.5,41,female,1,0
1002614,4.5,38,female,1,0
1002615,2.5,49,female,1,0
1002620,7,53,female,1,0
1002621,4,39,female,1,0
1002624,1.5,65,female,0,0
1002627,2.5,41,female,1,0
1002629,2,65,female,1,0
1002630,4,61,female,1,0
1002632,3.5,45,male,0,0
1002634,1.5,38,male,0,0
1002636,2.5,61,male,0,0
1002637,2,50,male,0,0
1002643,5,53,male,0,0
1002644,3,55,male,0,0
1002645,5.5,41,male,0,0
1002646,2.5,44,male,0,0
1002651,2,36,male,0,0
1002652,1.5,54,male,0,0
1002655,4.5,53,male,0,0
1002656,4,49,male,0,0
1002657,3,34,male,0,0
1002658,2.5,45,male,0,0
1002659,4,46,male,0,0
